sentence,concept_aptitude_avg,concept_aptitude_sum,concept_attention_avg,concept_attention_sum,concept_pleasantness_avg,concept_pleasantness_sum,concept_polarity_avg,concept_polarity_sum,concept_sensitivity_avg,concept_sensitivity_sum,subjectivity
"Próximo do aeroporto mas com instalações precárias.Não tem elevador, você terá que subir com suas malas pela escada e sem ajuda de nenhum funcionário.Não gostei do quarto, bastante barulhento.Não gostei do banheiro, com porta sanfonada de pvc...tudo apertado e feio.O café da manhã é razoável, pelo preço...Apesar de barato, não pretendo me hospedar mais...Na minha opinião, vale pagar uns reais mais caro e ficar num local com mais qualidade.",0.0528111111111111,4.753,-0.0100777777777777,-0.9070000000000004,0.0668777777777777,6.018999999999998,0.0615222222222222,5.537,-0.0289555555555555,-2.606,1.0
"Apesar de simples o hotel é limpo, perto do aeroporto, perto das indústrias, bom café da manhã, boa janta, ar condicionado e Wi-Fi incluso na diária.",0.0454375,1.454,-0.05746875,-1.839,0.09971875,3.191,0.08196875,2.623,-0.010125,-0.324,1.0
"Ideal para quem procura um lugar simples, com bons acessos e perto de canoas.",0.026875,0.43,-0.0023124999999999,-0.0369999999999999,0.0244375,0.391,0.050125,0.802,-0.023125,-0.37,0.0
Recomendado para quem vai pegar o aeroporto muito cedo ou para quem chega muito tarde.,-0.0833125,-1.333,0.0284375,0.455,-0.0489999999999999,-0.7839999999999999,-0.0621875,-0.995,0.0554375,0.8870000000000001,1.0
"Fica a 500 metros do terminal e possui transporte próprio para levar e trazer do aeroporto.Quartos amplos, com ar e frigobar.",0.02732,0.683,0.01792,0.4479999999999999,0.0038,0.095,0.01224,0.306,-0.0124,-0.31,1.0
Aspecto ruim é que o Expressinho não possui elevador.,0.0,0.0,0.007,0.07,0.0064,0.064,0.0045,0.045,0.0,0.0,0.0
O hotel cujo o nome já faz a sua avaliação.,0.0016363636363636,0.0179999999999999,0.0163636363636363,0.18,-0.0128181818181818,-0.141,0.0014545454545454,0.0159999999999999,0.0008181818181818,0.009,1.0
"Expressinho está localizado perto da estação de metrô Farrapos.Com bares que fervem para darem a guinada pra noitada.Shopping com tudo que desejar,além de ter traslado gratuito para o aeroporto,precisando agendar apenas,15 minutos antes da partida.",0.0582954545454545,2.565,-0.0375454545454545,-1.6519999999999997,0.0378181818181818,1.664,0.0556818181818181,2.45,0.00925,0.407,1.0
"Eu realmente não aconselho esse lugar, tudo é pessimo, o atendimento inicial, não tem elevador e se você ficar no quarto andar tem que subir tudo sozinho não tem ninguem para lhe ajudar, a comida?",0.11945,4.7780000000000005,-0.052675,-2.107,0.05125,2.05,0.069125,2.765,-0.0543749999999999,-2.175,1.0
"pelo amor de Deus, era um lixo, não consigui comer de tão ruim que era, para devolver foi um problema, o guarto não apresenta segurança, tem aspecto sujo",-0.0078787878787878,-0.2599999999999998,-0.0874545454545454,-2.886,0.0029090909090909,0.0959999999999998,0.0118181818181818,0.3900000000000002,0.0533030303030303,1.759,0.0
O quarto era pequeno e não tinha TV por assinatura.,-0.0487272727272727,-0.536,0.0212727272727272,0.234,-0.0930909090909091,-1.024,-0.0439090909090909,-0.4829999999999999,-0.0112727272727272,-0.124,1.0
"A roupa de cama também não era nova.O café da manhã era bom, com frutas, iogurte, granola e outras coisas mais.A vantagem em ficar no hotel foi que não pagamos pelo transfer entre Hotel e Aeroporto.",0.0541363636363636,2.382,-0.0085454545454545,-0.376,0.04,1.7600000000000002,0.0457272727272727,2.0120000000000005,-0.0255454545454545,-1.124,1.0
"O Express estava lotado e resolvi ficar no Expressinho.Péssima idéia, tirando o atendimento cordial da recepção e o café da manhã que é comum aos dois hoteis, de resto é muito ruim.Barulho infernal a noite inteira, quarto pequeno, mobília velha, TV com péssima imagem.Enfim,,, evite.",-0.0197833333333333,-1.1869999999999998,-0.0296666666666666,-1.7799999999999998,-0.0246166666666666,-1.477,-0.0129166666666666,-0.7749999999999996,0.0117833333333333,0.7070000000000001,1.0
Voo cancelado e tive que ficar neste hotel.,0.0736666666666666,0.663,0.0992222222222222,0.893,-0.0867777777777777,-0.7809999999999999,-0.0085555555555555,-0.0769999999999999,-0.1096666666666666,-0.987,1.0
Não gostei nem um pouco.,-0.1181666666666666,-0.709,0.0,0.0,-0.165,-0.99,-0.0943333333333333,-0.566,0.0,0.0,0.0
Cheguei no quarto e ele estava com cheiro de cigarro.,-0.0393636363636363,-0.4329999999999999,-0.0884545454545454,-0.973,0.0067272727272727,0.0739999999999999,0.0186363636363636,0.205,0.0,0.0,1.0
"O ar condicionado muito velho, não deve ser limpo há anos.",0.0371538461538461,0.483,-0.1331538461538461,-1.731,0.0655384615384615,0.8520000000000001,0.0644615384615384,0.838,0.0425384615384615,0.553,0.0
As roupas de cama não estavam limpas.,0.064625,0.517,-0.121625,-0.973,0.105,0.84,0.097125,0.777,0.0,0.0,0.0
"O hotel tem um transfer que leva para o aeroporto, mas não conseguimos pegar pois muitas pessoas esperavam por ele.",0.0071363636363636,0.157,-0.0119090909090909,-0.262,0.0006818181818181,0.015,0.0148636363636363,0.327,-0.0095454545454545,-0.21,1.0
Realmente não recomendo!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Café bem ruinzinho.,0.2324999999999999,0.93,0.29675,1.187,0.29275,1.171,0.267,1.068,-0.0205,-0.082,0.0
Fica longe do centro mas perto do aeroporto.,-0.0543333333333333,-0.489,0.0155555555555555,0.14,-0.09,-0.8099999999999999,-0.0433333333333333,-0.39,0.0011111111111111,0.01,1.0
Estacionamento meio estranho sem segurança.,-0.3874999999999999,-2.325,0.023,0.138,-0.4356666666666666,-2.614,-0.3578333333333333,-2.147,0.2354999999999999,1.4129999999999998,0.0
Mas o hotel é limpo só que o bom é ficar nos quartos para os fundos os da frente sao barulhentos devido ao movimentosdos carros e do trem na rua.,-0.0252258064516129,-0.782,0.0330645161290322,1.025,-0.0214838709677419,-0.6659999999999999,-0.0257419354838709,-0.798,-0.0006451612903225,-0.02,1.0
"Hotel Express Expressinho é um um bom lugar para fazer um pit stop e seguir viagem quando em Porto Alegre, preço justo para os serviços que oferece, além disso o hóspede pode contar com o serviço de transfer aeroporto/hotel/aeroporto, principalmente levando-se em consideração o preço do taxi.Um café da manhã digno.",0.0169672131147541,1.0350000000000006,0.0017704918032786,0.1080000000000001,0.0002622950819672,0.0160000000000004,0.0244426229508196,1.4910000000000003,0.0055737704918032,0.34,1.0
"Toalhas e lençóis brancos, frigobar e ar condicionado nos quartos.",0.0509166666666666,0.611,-0.0824166666666666,-0.989,0.0739166666666666,0.887,0.0690833333333333,0.829,0.0,0.0,1.0
Não tem elevador.,0.197,0.788,-0.145,-0.5800000000000001,0.1915,0.766,0.1895,0.758,0.0,0.0,0.0
"Possui também serviço de quarto e comida é farta, indico o filé a parmegiana.",0.0533125,0.8530000000000001,-0.0403125,-0.645,0.0460624999999999,0.7369999999999999,0.0561874999999999,0.8989999999999999,-0.0069999999999999,-0.1119999999999999,1.0
Muito próximo do aeroporto e bom para quem vai ficar apenas uma noite e vai embarcar no dia seguinte.,-0.0037499999999999,-0.0749999999999999,-0.06965,-1.393,0.0079,0.1580000000000001,-0.01705,-0.3409999999999999,-0.0635,-1.27,1.0
Os quartos voltados à Av.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Farrapos são muito barulhentos.,-0.1157999999999999,-0.579,0.0154,0.077,-0.0775999999999999,-0.3879999999999999,-0.0962,-0.481,0.1106,0.553,0.0
"A/C não funcionava muito bem, antigo e barulhento.",-0.0015,-0.018,0.1550833333333333,1.861,0.1018333333333333,1.222,0.0697499999999999,0.837,0.0460833333333333,0.553,0.0
"TV antiga, sem controle e péssima imagem.O hotel oferece transporte gratuito para o aeroporto, mas é disputado e para usá-lo é preciso sair com tempo.",-0.0313333333333333,-0.94,0.0153,0.4590000000000001,-0.0534333333333333,-1.6030000000000002,-0.0383999999999999,-1.1519999999999997,0.0353333333333333,1.0599999999999998,1.0
"Para quem precisar de pegar avião bem cedo como eu tive que fazer, este é o melhor hotel de Porto Alegre, bem baratinho e muito perto do aeroporto, os quartos são equipados com ar-condicionado e tv, de manhã é oferecido um café da manhã reforçado, fica a dica.",0.0572962962962963,3.0940000000000003,-0.0097037037037037,-0.524,0.1081666666666666,5.841,0.0980185185185185,5.293,-0.0018703703703703,-0.1009999999999999,1.0
"Hotel feito somente para dormir, antes de uma viagem, café da manha bem simples, lanches até de madrugada, preço justo pelo serviço prestado.",0.2093571428571428,5.862,0.063,1.764,0.2400357142857143,6.721,0.2213571428571428,6.198,0.0197142857142857,0.552,1.0
Chuveiro demora demais a aquecer.,0.0,0.0,0.0,0.0,-0.03,-0.18,-0.01,-0.06,0.0,0.0,0.0
"Cafezinho sempre quentinho na recepção, internet muito ruim.",-0.0817,-0.8170000000000001,0.007,0.07,-0.0526999999999999,-0.5269999999999999,-0.0624,-0.624,0.0506,0.506,1.0
"Camas de mola, haja coluna amigos.",0.064625,0.517,-0.121625,-0.973,0.105,0.84,0.097125,0.777,0.0,0.0,0.0
"Recepcionistas atenciosos, além disso o hotel possui translado gratuito para o aeroporto, em 5 min.",-0.0069444444444444,-0.125,0.0,0.0,-0.0041666666666666,-0.075,-0.0038888888888888,-0.07,0.0005,0.009,1.0
Você chegá-la.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ótimo preço e pertinho do aeroporto e com serviço de transfer gratuito do aeroporto ao hotel, o que é até bom porque dependendo do horário que se chega, os taxistas são um pouco resistentes em levá-lo.",0.0357179487179487,1.3929999999999998,-0.0368974358974358,-1.439,0.0405897435897435,1.583,0.0441282051282051,1.7210000000000003,-0.0028205128205128,-0.11,1.0
"Não espere muito, principalmente pelo valor cobrado.",0.0372222222222222,0.335,0.1188888888888888,1.0699999999999998,-0.0595555555555555,-0.5359999999999999,0.0046666666666666,0.0419999999999999,0.0402222222222222,0.362,0.0
"Diária de R$ 99 direto no hotel, pelo booking estava R$89 descobri depois.Perto do aeroporto, é muito cômodo pra mim com uma TV a cabo reduzida, internet no quarto que todo dia tem que pedir p resetar e tem transfer do aeroporto p hotel - os taxistas não querem te levar por ser perto.Solicite os quartos dos fundos, mais silenciosos.",0.0175714285714285,1.23,-0.0386428571428571,-2.705,0.0331714285714285,2.322,0.0252428571428571,1.767,0.0161857142857142,1.133,1.0
"O que nao gosto e que o povo do Sul fuma demais e em qualquer lugar, algumas áreas do hotel cheiram forte de cigarro.",0.0588846153846153,1.5310000000000004,0.0074999999999999,0.1949999999999999,0.0332692307692307,0.865,0.0562692307692307,1.463,-0.005076923076923,-0.1319999999999999,1.0
"Considero bom o café da manha, com boa variedade de opções.",0.1249230769230769,1.624,-0.104,-1.352,0.1234615384615384,1.605,0.126,1.638,-0.0063076923076923,-0.082,0.0
"O hotel fica bem próximo ao aeroporto e tem serviço de transfer grátis pra chegada e saída do aeroporto, basta ligar pra recepção e o carro está disponível, o trajeto leva apenas 5 minutos.",0.0487837837837837,1.805,-0.006027027027027,-0.223,0.071027027027027,2.628,0.0584594594594594,2.163,0.0175135135135135,0.6480000000000001,1.0
"O quarto é bem simples, a roupa de cama e banho também.",0.1098571428571428,1.5379999999999998,0.0474999999999999,0.6649999999999999,0.1652142857142857,2.313,0.1478571428571428,2.07,-0.0179285714285714,-0.251,1.0
"Não tem comércio e restaurantes próximos, então o hotel oferece uma cozinha com pratos bem gostosos que podem ser solicitados.",0.0718181818181818,1.58,0.014,0.308,0.0703181818181818,1.5470000000000002,0.0767272727272727,1.688,0.0004090909090909,0.009,1.0
"O café da manha é ótimo e tem várias opções de pães, bolos, iogurte, cereais, frutas, suco, etc.",0.100625,2.415,-0.0555416666666666,-1.333,0.0747083333333333,1.793,0.0838749999999999,2.013,-0.0034166666666666,-0.082,0.0
O hotel fica perto do ponto de metro e próximo ao aeroporto.,0.035076923076923,0.456,-0.0748461538461538,-0.973,0.0622307692307692,0.8089999999999999,0.0563846153846153,0.733,0.0029230769230769,0.038,1.0
"Dá para ir de metro até lá, mas o hotel possui transfer gratuito, tanto para ida e para a chegada.",0.0893478260869565,2.055,-0.1124782608695652,-2.587,0.1042173913043478,2.397,0.1052608695652174,2.4210000000000003,-0.0028695652173913,-0.066,1.0
"Os quartos que ficam em frente a avenida Farrapos apresenta um pouco de barulho, mas nada que incomode, principalmente e noite.",-0.0756666666666666,-1.816,-0.0414583333333333,-0.995,-0.0588333333333333,-1.412,-0.0592083333333333,-1.421,0.08475,2.0340000000000003,1.0
"o quarto é bem simples, mas possui cama confortável.",0.0928181818181818,1.021,0.2125454545454545,2.338,0.2208181818181818,2.4290000000000003,0.1677272727272727,1.845,-0.0228181818181818,-0.251,1.0
"O banheiro é igualmente simples, mas limpo e funcionando.",0.0246363636363636,0.271,0.0598181818181818,0.658,0.0502727272727272,0.553,0.0372727272727272,0.41,-0.0228181818181818,-0.251,0.0
"O hotel fica próximo do aeroporto e tem transfer gratuito, entretanto a av.",0.0473571428571428,0.663,-0.0464285714285714,-0.65,0.0447857142857142,0.627,0.0459285714285714,0.643,0.0006428571428571,0.009,1.0
"Farrapos tem trânsito contínuo e o quarto não tem isolamento acústico, o que é terrível para dormir.",-0.0192631578947368,-0.3659999999999999,-0.0506842105263158,-0.963,0.0139999999999999,0.2659999999999998,-0.0213157894736842,-0.405,0.1447368421052631,2.75,1.0
"Quarto bem simples, mas com cama confortável.",0.1134444444444444,1.021,0.2597777777777778,2.338,0.2698888888888889,2.4290000000000003,0.205,1.845,-0.0278888888888888,-0.251,1.0
"Banheiro igualmente simples, mas tudo limpo e funcionando.",0.0518,0.518,0.0832,0.8320000000000001,0.0609,0.6090000000000001,0.0542,0.542,-0.0332,-0.332,0.0
"Café da manhã simples, mas com boa variedade.",0.1378,1.378,-0.0462999999999999,-0.4629999999999999,0.2052999999999999,2.053,0.1762999999999999,1.763,-0.0333,-0.333,1.0
Equipe foi muito simpática no atendimento.,0.1024285714285714,0.717,-0.1361428571428571,-0.953,0.0032857142857142,0.023,0.0542857142857142,0.38,0.079,0.553,1.0
Para pernoite acho ótima opção pelo valor.,0.095625,0.765,0.089625,0.717,0.0,0.0,0.06175,0.494,0.0,0.0,0.0
O hotel expressinho esta localizado ao lado do Hotel expresso e compartilha um excelente cafe da manhã.,0.0049999999999999,0.0899999999999999,-0.0272777777777777,-0.491,0.0231666666666666,0.417,0.0256666666666666,0.4620000000000001,-0.0031666666666666,-0.057,1.0
"Como a proposta é a simplicidade ele não possui elevador, somente escada para acesso aos quartos, que são limpos e organizados.",0.0189166666666666,0.454,-0.0335833333333333,-0.806,0.0130833333333333,0.314,0.012125,0.291,0.0414583333333333,0.995,1.0
A equipe de atendimento é atenciosa.,0.286,2.002,-0.2751428571428571,-1.926,0.2077142857142857,1.454,0.2562857142857143,1.794,0.0,0.0,1.0
"Sinceramente, as únicas coisas boas no hotel são a proximidade do aeroporto, pra quem precisa ficar perto dele, e o transfer gratuito para o aeroporto.",0.0510689655172413,1.481,0.0282068965517241,0.818,0.0318620689655172,0.9240000000000002,0.0221724137931034,0.643,-0.0440344827586206,-1.277,1.0
"Porque o resto... O hotel é muito simples, não tem elevador, o quarto é mais simples ainda, o banheiro horrível, o pessoal da recepção não é muito simpático, só vale mesmo para quem vai pegar um vôo muito cedo e não quer correr o risco de se atrasar.",-0.0875090909090909,-4.813,0.0148363636363636,0.8160000000000002,-0.0418545454545454,-2.302,-0.0568545454545454,-3.127,-0.0060181818181818,-0.3309999999999997,1.0
Hotel muito ruim.,-0.22325,-0.893,0.0,0.0,-0.1664999999999999,-0.6659999999999999,-0.17675,-0.7070000000000001,0.1405,0.562,1.0
"Apesar de barato, mesmo assim não vale a pena, nem para pernoitar para o dia seguinte, pois não dá para descansar, visto que o barulho da rua chegava todo no meu quarto, Só vale mesmo pelo transfer gratis",0.0682790697674418,2.9360000000000004,0.017,0.731,0.055860465116279,2.402,0.062906976744186,2.705,-0.0259302325581395,-1.115,1.0
"O quarto e as instalações são simples, o café da manhã tem boa variedade e o transfer é gratuito.",0.1121428571428571,2.355,-0.0493333333333333,-1.036,0.1408571428571428,2.958,0.1253333333333333,2.632,-0.0158571428571428,-0.333,1.0
"Também consegui antecipar o check in, o que ajudou bastante.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"O atendimento é muito bom, foram muito atenciosos.",-0.0768,-0.768,-0.0953,-0.953,-0.0567999999999999,-0.568,-0.0496,-0.496,0.1106,1.106,1.0
"Hotel simples, com banheiros antigos.",0.0208571428571428,0.146,0.094,0.658,0.0682857142857143,0.478,0.0485714285714285,0.3399999999999999,-0.0345714285714285,-0.242,1.0
"Tem quarto com duas camas de solteiro, que obviamente será para duas pessoas, mas falta toalha para um dos hospedes, pois só há uma toalha de banho.",0.0018387096774193,0.0570000000000001,-0.0643225806451613,-1.994,0.0053870967741935,0.1669999999999998,0.0177096774193548,0.5489999999999999,0.0573225806451613,1.777,1.0
"O café da manhã Até que é gostoso, bem variado.Mas nos quartos da frente não se consegue dormir bem, pois o trânsito de carros, começa cedo, faz muito barulho e as janelas sem isolamento acústico, parece até estar aberta, pelo tanto de som que se ouve.",0.0275454545454545,1.515,-0.0384545454545454,-2.115,0.0690727272727272,3.798999999999999,0.0508545454545454,2.7970000000000006,0.0667454545454545,3.671,1.0
"Hotel com ótima localização, conta com transfer aeroporto-hotel-aeroporto, porém o quarto é muito pequeno e mal cuidado.",-0.0442999999999999,-0.8859999999999999,0.0,0.0,-0.04525,-0.905,-0.0392,-0.7840000000000001,0.0281,0.562,1.0
"Cama estava arrumada, porém não trocaram os lençóis, pois haviam cabelos no mesmo.",0.01925,0.308,0.0133125,0.213,0.0,0.0,0.0093125,0.149,-0.0045625,-0.073,0.0
"Outro problema é acústica do hotel, quarto extremamente barulhento.",0.0723636363636363,0.796,0.1719090909090909,1.891,0.0561818181818181,0.618,0.096,1.056,-0.0107272727272727,-0.118,1.0
"Aconselho procurar outros hotéis e deixar esse como última alternativa, ou então a hospedagem deve ser unicamente baseada na proximidade do aeroporto.",-0.03575,-0.858,0.0426666666666666,1.024,-0.00525,-0.126,-0.0227083333333333,-0.5450000000000002,-0.0165416666666666,-0.3969999999999999,1.0
Cobram muito caro pelo que oferecem.,0.0265714285714285,0.1859999999999999,0.1304285714285714,0.913,-0.0844285714285714,-0.591,-0.0021428571428571,-0.015,0.079,0.553,0.0
"Fiquei hospedada lá pela localização, é perto do aeroporto e eles fazem o serviço de transfer.Porém essa boa localização foi a pior coisa, pois é muito barulho, não deu mesmo pra dormir a noite, não vale a pena!!!!",0.0445,2.136,0.0091041666666666,0.4369999999999999,0.0186041666666666,0.893,0.0314791666666666,1.511,0.0073541666666666,0.3530000000000001,1.0
"Ele fica em frente a linha de trem e avenida muito movimentada.E também tive uma péssima experiência com o chuveiro rsrs ele demora a esquentar, cheguei lá meia noite e tive que tomar banho gelado.",-0.0199743589743589,-0.779,-0.023051282051282,-0.8990000000000001,0.0248461538461538,0.9689999999999998,-0.0029230769230769,-0.1140000000000002,0.0372307692307692,1.4519999999999995,0.0
No dia seguinte fui perguntar e eles me disseram que demora uns 10 min.,0.0595333333333333,0.893,-0.0409333333333333,-0.614,0.1,1.5,0.0470666666666666,0.706,-0.0593333333333333,-0.89,0.0
a esquentar.,0.041,0.123,0.0949999999999999,0.285,0.0726666666666666,0.218,0.0533333333333333,0.16,-0.0483333333333333,-0.145,0.0
"Já o café da manhã é ótimo, o atendimento também, nada a reclamar disso.",-0.0498823529411764,-0.848,-0.0875294117647058,-1.488,0.0581764705882353,0.989,0.0004117647058823,0.0070000000000001,0.109235294117647,1.857,1.0
"Porém não vale a pena pra mim, lá não fico mais.",0.0606153846153846,0.788,0.0686923076923076,0.893,0.0,0.0,0.043076923076923,0.56,0.0,0.0,0.0
"O hotel é bem simples, mas tem a vantagem de ficar bem próximo ao Aeroporto Salgado Filho e ainda possui translado gratuito do aeroporto, basta ligar para o hotel quando desembarcar.O quarto não é dos melhores, mas pelo menos é limpinho.",0.0789787234042553,3.712,0.0334893617021276,1.5739999999999998,0.1024255319148936,4.813999999999999,0.0882553191489361,4.148000000000001,-0.0454042553191489,-2.134,1.0
"O café da manhã conta com bastante variedade, e eu achei muito bom para o padrão do hotel.",0.0235499999999999,0.471,-0.0411,-0.8220000000000001,0.043,0.8600000000000001,0.0401,0.8020000000000003,0.0183,0.366,1.0
"Além disso, o hospede pode usar a academia que fica no Hotel Express, ao lado.",0.0433888888888888,0.781,0.0508333333333333,0.915,0.0391666666666666,0.7050000000000001,0.0441111111111111,0.7939999999999999,0.0010555555555555,0.019,1.0
"Tentei achar um hotel para passar a noite para embarcar pela manhã só consegui esse hotel, como todos sabem em cima da hora o valor é fora da realidade, paguei valor como se fosse um hotel no minimo 3 estrelas, mais esse hotel parece hotel de beira de estrada ou em frente de rodoviária.",-0.0138103448275862,-0.801,-0.0639827586206896,-3.711,-0.0062241379310344,-0.3610000000000007,0.0090172413793103,0.523,0.0607758620689655,3.525,1.0
"O quarto de bom tamanho, mais muito antigo, faltava uma reforma, mais o mais importante o café da manhã com bolos e pães amanhecidos, leite aguado, não recomendo.",0.0688235294117647,2.34,-0.0675882352941176,-2.297999999999999,0.0895882352941176,3.046,0.0926470588235294,3.1500000000000004,0.0162941176470588,0.554,1.0
"Muito caro, no que se oferece, uma velharia, acredito tudo que não prestava do seu primo rico (Expresso Aeroporto), colocaram la.",0.0585357142857142,1.639,0.1042857142857143,2.9200000000000004,0.0079285714285714,0.2220000000000001,0.0483571428571428,1.354,0.0138214285714285,0.387,1.0
"No banheiro cheios de cabelo no box, um lugar tenebrosoPraticamente um espelunca....não recomendo.....de forma nenhuma.",-0.0039047619047619,-0.0819999999999999,-0.077095238095238,-1.6189999999999998,-0.0094761904761904,-0.1990000000000001,0.028,0.5880000000000002,-0.011,-0.231,0.0
"Hotel pequeno, sem serviço de quarto, recepção ruim.",-0.0683636363636363,-0.7519999999999999,-0.0641818181818181,-0.706,-0.100090909090909,-1.101,-0.040090909090909,-0.4409999999999999,0.043090909090909,0.474,1.0
"quarto pequeno, antigo.",-0.1417999999999999,-0.709,0.0,0.0,-0.198,-0.99,-0.1132,-0.566,0.0,0.0,1.0
"Ar condicionado caído aos pedaços, banheiro com porta de PVC sem ducha higiênica, toalhas velhas e utensílios de banho horríveis.",0.0446086956521739,1.0260000000000002,-0.1276086956521739,-2.935,0.0729130434782608,1.6769999999999998,0.0590869565217391,1.359,-0.0171304347826086,-0.394,0.0
Acesso aos quartos por escadas.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Porta com fechadura à chave.,0.0178333333333333,0.107,0.0163333333333333,0.098,0.0,0.0,0.0113333333333333,0.068,0.0,0.0,0.0
"Café da manhã compartilhado com o Hotel Expresso, horrível.",-0.032090909090909,-0.353,-0.0156363636363636,-0.172,0.0753636363636363,0.8290000000000001,0.030090909090909,0.3309999999999999,0.0415454545454545,0.4569999999999999,1.0
Já é a terceira vez que me hospedo no Expressinho.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Não vejo nada demais.,-0.1966,-0.983,0.0,0.0,-0.1222,-0.611,-0.1716,-0.858,0.1961999999999999,0.981,0.0
"Pelo preço cobrado, não posso reclamar nada e ainda tem o transfer de/para o aeroporto.",-0.0621052631578947,-1.1799999999999995,-0.0767894736842105,-1.459,0.0489999999999999,0.931,-0.0213684210526315,-0.4060000000000002,0.059,1.121,1.0
"É ideal para quem busca uma opção barata, limpa e prática para conexões longas em Porto Alegre.",0.0676315789473684,1.285,0.0128947368421052,0.245,0.0849999999999999,1.6149999999999998,0.0692105263157894,1.315,-0.012,-0.228,0.0
"Nas três vezes encontrei os quartos limpos e organizados, chuveiro também funcionando mto bem.",0.046875,0.75,0.06125,0.98,0.0518125,0.8290000000000001,0.0533125,0.853,0.0,0.0,1.0
"Atendimento ok, sem brilho, mas eficiente.",-0.0547777777777777,-0.4929999999999999,-0.096,-0.864,-0.1016666666666666,-0.915,-0.0595555555555555,-0.5359999999999999,0.138,1.242,1.0
"Na ultima vez, devido aeroporto fechado com nevoeiro, dei no-show e cheguei só na manhã do dia seguinte, mesmo assim foi me honrada a reserva e ainda me deram desconto.",-0.0209117647058823,-0.711,0.007235294117647,0.246,0.0913823529411764,3.107,0.0416764705882352,1.417,-0.0427647058823529,-1.4539999999999995,1.0
Internet wireless tbm funcionou legal.,0.1388333333333333,0.833,0.151,0.906,0.0,0.0,0.0939999999999999,0.564,-0.0078333333333333,-0.047,0.0
"Desvantagens: se pegar quarto com frente para a avenida e Trensurb, se prepare para o barulho, que realmente é alto, opte pelos quartos de fundo.",0.0063666666666666,0.191,-0.0185666666666666,-0.557,0.0198999999999999,0.597,0.0105666666666666,0.317,0.0294666666666666,0.8840000000000001,1.0
"Não tem elevador, então quem vem com mta bagagem sofre.",0.0656666666666666,0.788,-0.0483333333333333,-0.5800000000000001,0.0638333333333333,0.766,0.0631666666666666,0.758,0.0,0.0,0.0
