sentence,concept_aptitude_avg,concept_aptitude_sum,concept_attention_avg,concept_attention_sum,concept_pleasantness_avg,concept_pleasantness_sum,concept_polarity_avg,concept_polarity_sum,concept_sensitivity_avg,concept_sensitivity_sum,subjectivity
"""Lanche em um bairro tradicional e antido de manaus, localizado mas precisamente em uma area rodeada de auto peças.""",0.0551739130434782,1.269,-0.0511304347826086,-1.176,0.03,0.69,0.0677826086956521,1.5590000000000002,0.0,0.0,0.0
"""O tacacá da Gisela, juntamente com o governo do Estado, promovem todas as quartas o tacacá na bossa que é um evento onde os artistas locais se apresentam no largo.""",-0.0140571428571428,-0.492,0.0028571428571428,0.1,-0.0282857142857142,-0.99,-0.0133142857142857,-0.4659999999999999,0.0005142857142857,0.018,0.0
"""Ótima opção para quem está a passeio pela cidade e quer experimentar um tacacá e ouvir boa música.""",-0.0152380952380952,-0.32,0.0928571428571428,1.95,0.031047619047619,0.652,0.0352380952380952,0.7400000000000001,-0.003047619047619,-0.064,1.0
"""O tacacá não é um dos melhores, mas a música compensa.""",-0.0472666666666666,-0.709,0.0585333333333333,0.878,-0.0161333333333333,-0.242,-0.0015999999999999,-0.0239999999999999,0.0,0.0,0.0
"""Comida muito boa.""",-0.0908333333333333,-0.545,0.0255,0.153,-0.1033333333333333,-0.62,-0.09,-0.54,0.0826666666666666,0.496,1.0
"""Casa muito linda, grande e elegante.""",0.0972,0.972,-0.0254,-0.254,0.1979,1.979,0.1379,1.379,0.0553,0.553,1.0
"""Buffet variado de pratos quentes e frios.""",0.0517,0.517,-0.1014,-1.014,0.0968,0.968,0.0833,0.8330000000000001,0.0,0.0,1.0
"""Churrascaria perfeita, Fanatástica!""",0.0,0.0,0.0127142857142857,0.089,0.0055714285714285,0.039,0.005,0.035,0.0032857142857142,0.023,1.0
"""Imperdivel!""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""Excelente comida, excelente atendimento.""",0.3003749999999999,2.403,-0.0999999999999999,-0.7999999999999999,0.268375,2.147,0.233375,1.867,-0.007125,-0.057,1.0
"""Pouca tempo de espera se consideramos que era uma data festiva.""",0.0487142857142857,0.6819999999999999,-0.0359999999999999,-0.5039999999999999,0.1010714285714285,1.415,0.0795714285714285,1.114,-0.0147857142857142,-0.207,1.0
"""Eu recomendo o Banzeiro, um lugar perfeito para comer uma comida tipica da região e boa qualidade.""",0.0341428571428571,0.7170000000000001,-0.0232857142857142,-0.4889999999999999,-0.0046666666666666,-0.0979999999999998,0.0312380952380952,0.6560000000000001,-0.0022380952380952,-0.047,1.0
"""Manaus esta de parabéns!""",0.2061428571428571,1.443,-0.0072857142857142,-0.0509999999999999,0.2552857142857143,1.787,0.2441428571428571,1.709,0.0,0.0,0.0
"""Ótimo lugar para ir comemorar aniversarios, confraternizações e tudo mais.""",0.0837142857142857,1.1720000000000002,0.0170714285714285,0.2389999999999999,0.1194285714285714,1.6720000000000002,0.1125714285714285,1.576,-0.0057857142857142,-0.081,0.0
"""O preço é mais salgado mas é justo.""",0.1015454545454545,1.117,0.0212727272727272,0.234,0.0603636363636363,0.6639999999999999,0.061090909090909,0.6719999999999999,0.0,0.0,1.0
"""Ambiente bem amplo.""",0.2831666666666666,1.6989999999999998,0.2863333333333333,1.718,0.1533333333333333,0.92,0.2408333333333333,1.445,0.0,0.0,1.0
"""Atendimento muito eficaz!""",0.1136666666666666,0.682,-0.2705,-1.623,0.1674999999999999,1.005,0.1531666666666666,0.919,0.0921666666666666,0.553,1.0
"""Recomendo!""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""Variação no cardipio 100% regional, comida quentinha e muito saborosa, tambaqui assado sem espinha juntamente com a farofa de castanha e aquele suco de cupuaçu, melhor degustação que já tive.""",-0.0088918918918918,-0.329,-0.0423783783783783,-1.5679999999999998,-0.0181891891891891,-0.6730000000000002,-0.0076486486486486,-0.2829999999999999,0.0489729729729729,1.812,1.0
"""Sim, em Manaus tem opções todos os dias da semana, e no Armando começa na segunda feira!!!""",0.0560833333333333,1.346,-0.0270833333333333,-0.65,0.0639583333333333,1.535,0.0449166666666666,1.078,-0.0123333333333333,-0.296,0.0
"""Tem música ao vivo, bolinho de bacalhau, bebidas geladas, bom atendimento, gente de todas as partes do mundo!!!""",0.0925925925925925,2.5,-0.1299629629629629,-3.509,0.1519259259259259,4.101999999999999,0.1379259259259259,3.724,0.0311111111111111,0.8400000000000001,1.0
"""É sem sombra de dúvidas um dos melhores bares da cidade, sem frescura!!!""",-0.0782105263157894,-1.486,-0.0821578947368421,-1.561,-0.054,-1.0260000000000002,-0.0503157894736842,-0.9559999999999998,0.0218947368421052,0.4159999999999999,0.0
"""A melhor coisa dessa padaria é a possibilidade de montar seu próprio sanduíche com as opções da casa.""",0.1072380952380952,2.252,-0.0260952380952381,-0.548,0.0844285714285714,1.773,0.0855238095238095,1.796,-0.0106190476190476,-0.223,0.0
"""Apesar de não ser um lanche pra matar a fome (ainda mais porque não é tão barato assim), é uma ótima opção para acompanhar um cafezinho.""",-0.0391562499999999,-1.2529999999999997,0.0008125,0.026,-0.0283125,-0.906,-0.0189999999999999,-0.6079999999999999,-0.0574999999999999,-1.84,1.0
"""Cafezinho esse que aliás, é muito bom.""",-0.0698181818181818,-0.768,0.0,0.0,-0.0537272727272727,-0.591,-0.0579090909090909,-0.637,0.0502727272727272,0.553,1.0
"""O lugar é adoravel, oferece um excelente serviço e o lugar perfeito para um jantarzinho a dois... Para quem gosta de massa este é um ótimo restaurante...""",-0.018375,-0.588,-0.018625,-0.596,-0.04128125,-1.321,-0.0069999999999999,-0.2239999999999997,-0.00371875,-0.119,1.0
"""Um lugar aconchegante, seguro, tem estacionamento, atendimento é bom, os preços são moderados, cardápio variado, sopas, vale a pena conhecer.""",0.0816333333333333,2.449,-3.333333333333799e-05,-0.0010000000000001,0.0225333333333333,0.676,0.0676,2.028,-0.0067666666666666,-0.203,1.0
"""A melhor peixaria da cidade!""",0.067,0.536,0.028125,0.225,0.016875,0.135,0.03225,0.258,-0.0155,-0.124,1.0
"""Ambiente agradável e culinária apurada, tendo como principais ingredientes os belos peixes de água doce da região.""",0.1042857142857142,2.19,-0.1294761904761904,-2.719,0.1372380952380952,2.882,0.1284285714285714,2.697,-0.0019523809523809,-0.0409999999999999,1.0
"""O preço é um pouco acima da média, mas vale cada centavo que custa.""",0.0197222222222222,0.3550000000000001,0.0160555555555555,0.289,-0.0059444444444444,-0.107,0.0084444444444444,0.152,0.0045,0.081,1.0
"""Recomendo""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""Comemos um prato Camarões Beira mar!""",-0.0873333333333333,-0.7859999999999999,0.0,0.0,-0.11,-0.99,-0.0682222222222222,-0.614,0.0073333333333333,0.066,0.0
"""É excepcional, mas poderia vim um pouco mais...""",-0.0142499999999999,-0.1709999999999999,-0.0155,-0.186,-0.0770833333333333,-0.925,-0.0302499999999999,-0.3629999999999999,-0.0149166666666666,-0.179,0.0
"""Serve três pessoas.""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""Vem como acompanhamento batata cozida e arroz com brócolis!""",-0.0715,-0.858,-0.0053333333333333,-0.064,-0.0771666666666666,-0.926,-0.065,-0.78,0.0515833333333333,0.619,0.0
"""Coco Bambu sempre tem fila!""",0.0985,0.788,-0.08125,-0.65,0.08775,0.702,0.089125,0.713,0.0,0.0,0.0
"""É bom ligar antes para fazer a reserva.""",0.0858181818181818,0.944,-0.041090909090909,-0.452,0.0921818181818181,1.014,0.0842727272727272,0.927,0.005,0.055,0.0
"""Ligue o quanto antes porque o horário para agendar reserva é limitado.""",0.0822666666666666,1.234,-0.0373333333333333,-0.56,0.0999333333333333,1.499,0.072,1.08,-0.0033333333333333,-0.05,1.0
"""Hamburgueria artesanal com tempero diferenciado, de primeira qualidade, fora o atendimento no qual diferencia por serem bilíngues,.""",0.0580434782608695,1.335,-0.1250434782608695,-2.876,0.0624782608695652,1.4369999999999998,0.0682173913043478,1.5690000000000002,0.0409999999999999,0.943,1.0
"""Recomendo quem quer saciar a fome..""",0.0268888888888888,0.242,0.0846666666666666,0.762,0.0107777777777777,0.0969999999999999,0.0065555555555555,0.0589999999999999,-0.1026666666666666,-0.924,0.0
"""Os pratos são bem servidos, por isso atenção, o pedido para uma pessoa geralmente vem com dois filés ou postas, dependendo do seu apetite e do seu bolso...peça o que lhe for melhor.""",0.0111219512195121,0.456,0.0335121951219512,1.374,0.0306829268292682,1.258,0.016170731707317,0.6629999999999999,0.0207317073170731,0.85,1.0
"""Uma excelente descoberta que fiz em terras manauaras ao localizar este simpático restaurante de peixe amazônico próximo ao hotel em que estive hospedado (Blue Tree Premium).""",0.0414838709677419,1.2859999999999998,-0.0256451612903225,-0.7949999999999999,0.0500645161290322,1.5520000000000005,0.0420322580645161,1.303,-0.0024516129032258,-0.076,1.0
"""Como já disse o cardápio principal é de peixe amazônico.""",0.053,0.6890000000000001,-0.0606923076923076,-0.7889999999999999,0.0608461538461538,0.7909999999999999,0.0654615384615384,0.851,-0.0065384615384615,-0.085,0.0
"""Experimentei o 'Tambaqui na Telha'.""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""No jantar em que estive havia música ao vivo com um ótimo cantor de MPB.""",0.004,0.072,0.0056666666666666,0.1020000000000002,0.0422222222222222,0.76,0.0522777777777777,0.941,-0.0033333333333333,-0.06,0.0
"""Local agradável, vale a visita e excelente custo benefício (1 prato serve 3).""",0.1031578947368421,1.96,-0.0037368421052631,-0.071,0.0788421052631579,1.498,0.0747368421052631,1.42,-0.013,-0.247,1.0
"""ótimo restaurante e ótimo atendimento, fomos atendidos pelo sr. Pedro Jacks muito atencioso, gostei de mais.""",0.0246190476190476,0.517,-0.0917142857142857,-1.926,0.0448095238095238,0.941,0.0449523809523809,0.944,0.0263333333333333,0.553,1.0
"""Excelente peixe, para quem esta localizado no Distrito Industrial, excelente pedida para almoço.""",0.088,1.584,0.0102222222222222,0.184,0.0840555555555555,1.513,0.0592222222222222,1.0659999999999998,-0.0047222222222222,-0.085,1.0
"""dica Matrinxã recheada.""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""É um restaurante executivo com buffet gostoso e serviço a la carte bem no centrinho da cidade mas é bem pequeno.""",0.0543333333333333,1.3039999999999998,0.058125,1.395,0.0319166666666666,0.7660000000000002,0.0676666666666666,1.624,-0.0049583333333333,-0.119,1.0
